city,community_name,district,subdistrict,road,nearby,price,price_yuan,original_price,price_change,secondhand_count,rent_count,year_built,fetch_date,detail_links,longitude,latitude,synthetic
济南,绿地IFC中央公馆B7地块,2023历下,CBD,齐音路,"近地铁,近学校,二环绕城高速之间,次新小区",2.5581,25581,25581 元/m²,0.28%,5,21,2023,2026-05-27,二手房(5) | 租房(21) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,117.104314,36.669668,0
扬州,皇宫花园,1997广陵,文昌阁,皇宫巷33号,"近地铁,近学校,户型丰富",1.1134,11134,11134 元/m²,0.31%,10,25,1997,2026-05-29,二手房(10) | 租房(25) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.435548,32.396355,0
扬州,林溪山庄(别墅),邗江,汊河镇,润扬南路,"近地铁,近学校,大户型居多,户型丰富,别墅",1.143,11430,11430 元/m²,4.39%,11,0,,2026-05-29,二手房(11) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.392329,32.342773,0
扬州,梅岭东路4号小区,2006邗江,梅岭中学,梅岭东路4号,,1.41,14100,14100 元/m²,持平,2,1,2006,2026-05-28,二手房(2) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.44149,32.40689,0
镇江,中南世纪城,2017京口,焦山碑刻博物馆,东吴路120号,"近地铁,近学校,户型丰富",1.1978,11978,11978 元/m²,1.88%,72,3,2017,2026-05-28,二手房(72) | 租房(3) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.488644,32.228507,0
镇江,金太阳牡丹苑,2014丹阳,万善公园,丹凤南路78号,,0.64,6400,6400 元/m²,持平,0,0,2014,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.581622,31.9796,0
镇江,翠园(别墅),2018丹徒,丹徒新区广场,九华山南路289号,"近地铁,近学校,大户型居多,别墅",0.8287,8287,8287 元/m²,3.52%,4,0,2018,2026-05-28,二手房(4) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.462226,32.158809,0
镇江,玉兰小区(二区),2005丹徒,丹徒新区广场,龙山路,,0.61,6100,6100 元/m²,持平,0,0,2005,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.437926,32.134192,0
镇江,碧桂园滨湖湾(别墅),2014润州,金山,环湖路966号,"近地铁,近学校,大户型居多,户型丰富,别墅",1.1502,11502,11502 元/m²,0.64%,24,0,2014,2026-05-28,二手房(24) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.404125,32.214802,0
镇江,旺角广场,2016润州,协信太古城,宝塔路99号,,0.63,6300,6300 元/m²,持平,0,2,2016,2026-05-30,二手房(0) | 租房(2) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.441348,32.210081,0
镇江,京河小区,1995京口,大市口周边,京河路9号,,0.63,6300,6300 元/m²,持平,0,2,1995,2026-05-30,二手房(0) | 租房(2) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.457623,32.196923,0
镇江,晶地·翡丽中央,2016扬中,扬中市区,新民南路扬子西路交汇处,"近地铁,近学校,全景飘窗,大阳台,双卫生间,双阳台,主卧套房,卧室全朝南,大户型,低总价,低单价,厨卫全明,南北通透",0.8,8000,8000 元/m²,持平,0,0,2016,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.793511,32.231281,0
镇江,蓝城·桂语听澜,2022丹徒,华山街,长香中大道与湖滨路交汇处（丹徒实验小学南门对面）,"近地铁,近学校,一房一价,低容积,车位充足,学校,购物中心,低单价",0.68,6800,6800 元/m²,持平,1,0,2022,2026-05-30,二手房(1) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.425705,32.116286,0
镇江,三鸿雅居,2005句容,句容吾悦广场,宁杭南路19号,"近地铁,近学校",0.65,6500,6500 元/m²,1.52%,0,2,2005,2026-05-30,二手房(0) | 租房(2) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.176878,31.937466,0
镇江,华庆小区,2014扬中,扬中市区,金苇西路,,0.62,6200,6200 元/m²,3.12%,0,0,2014,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.798444,32.230646,0
镇江,卢瓦尔郡,2014句容,句容吾悦广场,茅山大道,"近地铁,近学校,大户型居多,别墅,绿化好",2.2,22000,22000 元/m²,持平,1,0,2014,2026-05-28,二手房(1) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.186682,31.916956,0
镇江,联盟村,2004句容,中央广场,华阳南路,"近地铁,近学校",0.64,6400,6400 元/m²,持平,0,6,2004,2026-05-30,二手房(0) | 租房(6) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.788755,32.230412,0
镇江,凯旋苑(南区),2012扬中,扬中市区,扬子西路18号,,0.63,6300,6300 元/m²,4.55%,0,0,2012,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.805384,32.236479,0
镇江,千秋桥街2-4号小区,2002京口,大市口周边,千秋桥街2-4号,,0.92,9200,9200 元/m²,持平,0,1,2002,2026-05-28,二手房(0) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.45615,32.209047,0
镇江,旭辉·宸品,2022句容,崇明公园,高骊山路东侧、崇明东路南侧,"近地铁,近学校,一房一价,低容积,全景飘窗,大阳台,双卫生间,主卧套房,大户型,厨卫全明,南北通透",0.8,8000,8000 元/m²,持平,0,0,2022,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.19732,31.95331,0
镇江,美馨嘉园(别墅),2009京口,宗泽纪念公园,禹山路277号,"近地铁,近学校,大户型居多,别墅",1.1407,11407,11407 元/m²,37.44%,3,0,2009,2026-05-28,二手房(3) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.501034,32.217175,0
镇江,新建里小区,1997京口,大市口周边,正东路,"近地铁,近学校,小户型居多",0.61,6100,6100 元/m²,持平,0,0,1997,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.459043,32.201157,0
镇江,梦溪路49号小区,京口,大市口周边,梦溪路49号,,1.17,11700,11700 元/m²,持平,0,0,,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.465065,32.211441,0
镇江,驸马山庄(别墅),2007丹徒,宝龙广场,千禧路168号,"近地铁,近学校,大户型居多,户型丰富,别墅,绿化好",1.3622,13622,13622 元/m²,1.13%,50,3,2007,2026-05-28,二手房(50) | 租房(3) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.423942,32.136183,0
镇江,农行小区,2000丹阳,丹阳开发区,云阳路178号,,0.6136,6136,6136 元/m²,持平,0,1,2000,2026-05-30,二手房(0) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.598755,31.993102,0
镇江,华南新二村,2005丹阳,万善公园,"南二环,近伊甸园路",,0.604,6040,6040 元/m²,持平,0,0,2005,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.424441,32.188141,0
镇江,鸿鑫商业广场,2021句容,崇明公园,九华山路以东，北府路以北,"近地铁,近学校,车位充足,低单价",1.5,15000,15000 元/m²,持平,0,0,2021,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.430875,32.192375,0
镇江,小观音楼巷小区,2012京口,大市口周边,小观音楼巷,,0.98,9800,9800 元/m²,4.85%,0,7,2012,2026-05-28,二手房(0) | 租房(7) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.455051,32.203813,0
镇江,长江花城四期,2012扬中,扬中市区,春柳北路,"近地铁,近学校,户型丰富",0.7294,7294,7294 元/m²,6.24%,0,19,2012,2026-05-29,二手房(0) | 租房(19) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.499639,32.17923,0
镇江,酒海街小区,2002京口,花山湾,下河头,"近地铁,近学校,小户型居多",0.66,6600,6600 元/m²,持平,0,5,2002,2026-05-30,二手房(0) | 租房(5) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.463301,32.199921,0
镇江,碧桂园凤凰城(别墅),2018句容,碧桂园欢乐城,碧桂园大道,"近地铁,近学校,大户型居多,别墅,绿化好",0.99,9900,9900 元/m²,1.00%,1,0,2018,2026-05-28,二手房(1) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.107808,32.013617,0
镇江,碧桂园滨江华府,2012扬中,扬中市区,"迎宾大道,近新扬南路",,1.0225,10225,10225 元/m²,0.56%,3,8,2012,2026-05-28,二手房(3) | 租房(8) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.808713,32.22352,0
镇江,朝阳门康居园,1991京口,花山湾,梦溪路7号,,0.73,7300,7300 元/m²,持平,0,0,1991,2026-05-29,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.424441,32.188141,0
镇江,香江花城,2009京口,焦山,东吴路288号,"近地铁,近学校,户型丰富",0.6679,6679,6679 元/m²,2.36%,102,9,2009,2026-05-30,二手房(102) | 租房(9) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.478017,32.22414,0
镇江,万科魅力之城(西区别墅),2011润州,南徐新城周边,"龙脉路,近御桥港路","近地铁,近学校,别墅",1.68,16800,16800 元/m²,持平,0,0,2011,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.415004,32.175052,0
镇江,黄山新村社区,2013润州,镇江万达,黄山东路,"近地铁,近学校,小户型居多",0.6575,6575,6575 元/m²,0.90%,6,20,2013,2026-05-30,二手房(6) | 租房(20) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.441914,32.197107,0
镇江,贤桥公馆,丹阳,八佰伴,城河路,"近地铁,近学校,小户型居多",1.6056,16056,16056 元/m²,持平,2,16,,2026-05-28,二手房(2) | 租房(16) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.424441,32.188141,0
镇江,天元加州阳光,2013润州,朱方路,御桥巷7号,,0.98,9800,9800 元/m²,持平,0,1,2013,2026-05-28,二手房(0) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.406441,32.197068,0
镇江,恒运柒星苑恒景苑(商住楼),京口,恒顺商业广场,学府路121号,,0.62,6200,6200 元/m²,持平,0,14,,2026-05-30,二手房(0) | 租房(14) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.495278,32.20218,0
镇江,运河路101号小区,2011润州,镇江万达,运河路101号,"近地铁,近学校,小户型居多",0.61,6100,6100 元/m²,持平,0,0,2011,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.467084,32.192728,0
镇江,桃花坞一区,1987京口,花山湾,桃花坞路,"近地铁,近学校,小户型居多",0.6736,6736,6736 元/m²,0.07%,4,2,1987,2026-05-30,二手房(4) | 租房(2) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.469963,32.206094,0
镇江,颐和家园御景园,2011京口,京口广场,宗泽路,"近地铁,近学校,大户型居多,别墅",1.26,12600,12600 元/m²,持平,1,1,2011,2026-05-28,二手房(1) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.501399,32.201378,0
镇江,熙城沁园,2013扬中,扬中市区,"祁家路,近新民路",,0.8729,8729,8729 元/m²,2.41%,0,2,2013,2026-05-28,二手房(0) | 租房(2) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.792127,32.224407,0
镇江,汤山鎏园(别墅),2017句容,碧桂园欢乐城,沪蓉高速,"近地铁,近学校,小户型居多,别墅",0.75,7500,7500 元/m²,持平,3,0,2017,2026-05-29,二手房(3) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.089432,32.051859,0
镇江,大西路2-2号小区,京口,大市口周边,大西路2-2号,,1.03,10300,10300 元/m²,持平,0,0,,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.442212,32.211318,0
镇江,长江路196号小区,2000润州,金山,长江路196号,,0.68,6800,6800 元/m²,持平,0,0,2000,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.40876,32.210983,0
镇江,天慧园,2000京口,大市口周边,寿邱街50号,,0.8,8000,8000 元/m²,持平,0,0,2000,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.460381,32.206597,0
镇江,京口路56号小区,2017京口,京砚山庄,京口路56号,,0.66,6600,6600 元/m²,2.94%,0,1,2017,2026-05-30,二手房(0) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.475371,32.199931,0
镇江,恒美山庄,2012京口,恒顺商业广场,学府路,,0.9026,9026,9026 元/m²,持平,13,2,2012,2026-05-28,二手房(13) | 租房(2) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.487813,32.19407,0
镇江,金辉优步鑫苑,2023京口,京口吾悦广场,"秋山路,近智慧大道","近地铁,近学校,大户型居多,次新小区",0.8211,8211,8211 元/m²,9.63%,61,3,2023,2026-05-28,二手房(61) | 租房(3) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.510538,32.160744,0
镇江,和园,2022丹阳,八佰伴,香草路268号,"近地铁,近学校,次新小区",1.0996,10996,10996 元/m²,10.36%,26,7,2022,2026-05-28,二手房(26) | 租房(7) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.547662,31.984006,0
镇江,金茂云境府,丹阳,东方皮革城,双庙路66号,"近地铁,近学校,大户型居多",1.1326,11326,11326 元/m²,5.72%,6,0,,2026-05-28,二手房(6) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.585958,32.005874,0
镇江,山林名墅,2019润州,镇江万达,竹林路8号,"近地铁,近学校,大户型居多,绿化好",1.1648,11648,11648 元/m²,持平,6,4,2019,2026-05-28,二手房(6) | 租房(4) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.448142,32.183243,0
镇江,驸马山庄玺湖别墅,2015丹徒,丹徒新区广场,"九华山路,近驸马街","近地铁,近学校,大户型居多,别墅",2.2904,22904,22904 元/m²,持平,6,0,2015,2026-05-28,二手房(6) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.430159,32.138716,0
镇江,风景城邦英格兰印象(别墅),2011丹徒,华山街,华山路,"近地铁,近学校,大户型居多,别墅,绿化好",0.9049,9049,9049 元/m²,2.04%,1,0,2011,2026-05-28,二手房(1) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.419384,32.1231,0
镇江,南山路33号小区,2005润州,镇江万达,南山路,,0.65,6500,6500 元/m²,持平,0,3,2005,2026-05-30,二手房(0) | 租房(3) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.436615,32.187212,0
镇江,格林铭郡,2017京口,麦德龙,扬子江路,,0.65,6500,6500 元/m²,持平,0,0,2017,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.424441,32.188141,0
镇江,嘉源东城绿洲(别墅),1994京口,江苏大学,"智慧大道,近纬八路","近地铁,近学校,别墅,绿化好",1.04,10400,10400 元/m²,持平,0,0,1994,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.510342,32.189396,0
镇江,藏龙御景(一期),2018丹阳,八佰伴,画院路31号,,1.1828,11828,11828 元/m²,3.68%,3,7,2018,2026-05-28,二手房(3) | 租房(7) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.568039,31.995686,0
镇江,浩云湾,2011扬中,扬中市区,中电大道,,0.8275,8275,8275 元/m²,1.46%,1,11,2011,2026-05-28,二手房(1) | 租房(11) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.798627,32.227365,0
镇江,新民东路60号小区,2008丹阳,八佰伴,新民东路60号,,0.64,6400,6400 元/m²,持平,0,0,2008,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.577167,31.991367,0
镇江,玖公馆,2000句容,句容吾悦广场,"河滨北路,近南大街","近地铁,近学校",0.77,7700,7700 元/m²,持平,0,2,2000,2026-05-29,二手房(0) | 租房(2) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.168176,31.936124,0
镇江,天怡领秀花都(别墅),丹阳,八佰伴,东方路,"近地铁,近学校,别墅",1.04,10400,10400 元/m²,持平,0,0,,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.562046,31.977454,0
镇江,逸景园,2012润州,金山,桃西路17号,,0.76,7600,7600 元/m²,持平,0,0,2012,2026-05-29,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.426348,32.116657,0
镇江,江洲新秀,1997扬中,扬中市区,环城东路1号,,0.6223,6223,6223 元/m²,5.48%,1,1,1997,2026-05-30,二手房(1) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.833797,32.244128,0
镇江,中南锦园,2014京口,焦山碑刻博物馆,东吴路168号,"近地铁,近学校,大户型居多",1.6942,16942,16942 元/m²,12.28%,17,0,2014,2026-05-28,二手房(17) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.485079,32.228942,0
镇江,金山大厦,2004润州,金山,中山北路19号,,0.78,7800,7800 元/m²,持平,0,1,2004,2026-05-29,二手房(0) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.420139,32.211566,0
镇江,金山水岸西区,2017润州,金山,长江路,,0.77,7700,7700 元/m²,1.32%,0,0,2017,2026-05-29,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.410923,32.211187,0
镇江,汇锦新城(别墅),2014扬中,扬中市区,宜禾路,"近地铁,近学校,别墅,绿化好",0.8435,8435,8435 元/m²,0.65%,0,0,2014,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.797464,32.243649,0
镇江,中昂·璟院,2020丹徒,丹徒新区广场,九华山南路与马鞍山路交汇处,"近地铁,近学校,一房一价,低容积,高绿化率,全景飘窗,大阳台,双卫生间,双阳台,主卧套房,卧室全朝南,大户型,低单价,厨卫全明,南北通透",0.68,6800,6800 元/m²,持平,0,0,2020,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.433043,32.140959,0
镇江,云阳·贤桥公馆,2022丹阳,八佰伴,城河路与姜家园路交汇处（金鹰天地对面）,"近地铁,近学校,车位充足,全景飘窗,大阳台,双卫生间,双阳台,主卧套房,三房朝南,卧室全朝南,大户型,厨卫全明,南北通透",1.5,15000,15000 元/m²,持平,1,0,2022,2026-05-28,二手房(1) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.571198,31.991379,0
镇江,京畿路153号小区,2017润州,西津渡古街,京畿路153号,,0.74,7400,7400 元/m²,持平,0,0,2017,2026-05-29,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.427667,32.208083,0
镇江,正广路30号小区,扬中,扬中市区,正广路30号,,0.61,6100,6100 元/m²,持平,0,1,,2026-05-30,二手房(0) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.817054,32.235759,0
镇江,中企·回龙山庄（南山墅）,2020润州,南徐新城周边,南山风景区旁环山路南侧,"近地铁,近学校,低容积,车位充足,大阳台,双卫生间,双阳台,主卧套房,学校,大户型,低总价,厨卫全明,南北通透",1.225,12250,12250 元/m²,持平,17,0,2020,2026-05-28,二手房(17) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.457971,32.15746,0
镇江,江山名洲,2014京口,焦山碑刻博物馆,东吴路388号,"近地铁,近学校,户型丰富,绿化好",1.0777,10777,10777 元/m²,0.27%,119,20,2014,2026-05-28,二手房(119) | 租房(20) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.477291,32.228807,0
镇江,甘露苑,2000京口,双拥广场,东吴路32号,"近地铁,近学校,大户型居多",0.87,8700,8700 元/m²,持平,0,1,2000,2026-05-28,二手房(0) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.462081,32.213345,0
镇江,红星国际生活广场·铂樾,2021扬中,扬中市区,宜禾路南侧、新民路西侧,"近地铁,近学校,低容积,全景飘窗,大阳台,双卫生间,双阳台,主卧套房,复式,三房朝南,卧室全朝南,大户型,低总价,低单价,厨卫全明,南北通透",0.68,6800,6800 元/m²,持平,0,0,2021,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.791766,32.239644,0
镇江,万晟·晟悦尚居,2023丹徒,宝龙广场,镇江市丹徒区宜城大道75号,"近地铁,近学校,一房一价,低容积,车位充足,全景飘窗,大阳台,双卫生间,双阳台,主卧套房,复式,卧室全朝南,大户型,低总价,低单价,厨卫全明,南北通透",0.79,7900,7900 元/m²,持平,0,0,2023,2026-05-29,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.447546,32.122064,0
镇江,运河路16号小区,2006润州,镇江万达,运河路16号,,0.67,6700,6700 元/m²,持平,0,1,2006,2026-05-30,二手房(0) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.446585,32.200201,0
镇江,嘉新生活区,2001润州,镇江万达,朱方路225号,,0.67,6700,6700 元/m²,持平,0,0,2001,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.424441,32.188141,0
镇江,天波城,2008丹阳,东方皮革城,迎宾大道9号,"近地铁,近学校,户型丰富,绿化好",0.8909,8909,8909 元/m²,0.18%,50,43,2008,2026-05-28,二手房(50) | 租房(43) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.589637,32.032687,0
镇江,南门大街28号小区,2002京口,花山湾,南门大街28号,,0.79,7900,7900 元/m²,持平,0,1,2002,2026-05-28,二手房(0) | 租房(1) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.461521,32.197271,0
镇江,天玺一号(商住楼),1991扬中,扬中市区,扬子中路,,0.62,6200,6200 元/m²,持平,0,7,1991,2026-05-30,二手房(0) | 租房(7) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.181501,31.926594,0
镇江,招商北固湾(南区别墅),2016京口,双拥广场,滨水路6号,"近地铁,近学校,大户型居多,别墅,绿化好",4.4229,44229,44229 元/m²,11.06%,3,0,2016,2026-05-28,二手房(3) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.462652,32.217768,0
泰州,隆盛花园,2015泰兴,泰兴市区,济川南路101号,,0.8009,8009,8009 元/m²,6.60%,19,4,2015,2026-05-30,二手房(19) | 租房(4) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,120.045177,32.152361,0
泰州,星海温泉公馆,2013兴化,兴化市区,长安北路,"近地铁,近学校,绿化好",0.8431,8431,8431 元/m²,0.38%,19,3,2013,2026-05-30,二手房(19) | 租房(3) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.840134,32.950278,0
泰州,文旅桃李园,2025兴化,其它,兴化南亭路与莲溪路交汇处,"近地铁,近学校,一房一价,车位充足,大阳台,双卫生间,双阳台,主卧套房,装修交付,三房朝南,卧室全朝南,学校,大户型,厨卫全明,南北通透",1.2,12000,12000 元/m²,持平,0,0,2025,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,120.159125,32.506275,0
泰州,东方巴黎城香榭丽宫,2011姜堰,罗塘,人民中路,"近地铁,近学校,户型丰富",0.8394,8394,8394 元/m²,0.32%,5,5,2011,2026-05-30,二手房(5) | 租房(5) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,120.159345,32.481394,0
泰州,和风雅居,2022海陵,凤凰路,泰州市江州南路131号,"近地铁,近学校,低容积,车位充足,全景飘窗,大阳台,双卫生间,双阳台,主卧套房,三房朝南,卧室全朝南,学校,购物中心,大户型,厨卫全明,南北通透",1.26,12600,12600 元/m²,持平,0,0,2022,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.901751,32.466142,0
泰州,苏电二村,2012海陵,京泰路,东进西路,,0.83,8300,8300 元/m²,持平,0,2,2012,2026-05-30,二手房(0) | 租房(2) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.903567,32.494282,0
泰州,供销新村(一区)(别墅),靖江,靖江市区,"人民中路,近南环东路","近地铁,近学校,别墅",0.93,9300,9300 元/m²,持平,0,0,,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,120.267084,32.002324,0
泰州,丽都花园(北区),2008兴化,兴化市区,人民路9号,,0.97,9700,9700 元/m²,持平,0,0,2008,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.891457,32.707088,0
泰州,泰和苑,2007兴化,其它,二院路,,0.92,9200,9200 元/m²,持平,0,0,2007,2026-05-30,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.83631,32.943416,0
泰州,彩云居(北区),2009海陵,城南,鼓楼南路280号,,0.9113,9113,9113 元/m²,2.37%,4,4,2009,2026-05-30,二手房(4) | 租房(4) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.926469,32.446704,0
泰州,桃源府,2020泰兴,泰兴市区,兴南东路,"近地铁,近学校,大户型居多,户型丰富",1.0334,10334,10334 元/m²,0.58%,27,8,2020,2026-05-28,二手房(27) | 租房(8) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,120.072725,32.167242,0
泰州,南韵家园,1995高港,幸福路,港城东路,"近地铁,近学校,户型丰富",0.9119,9119,9119 元/m²,8.25%,12,0,1995,2026-05-30,二手房(12) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.888835,32.319133,0
泰州,金领康圆,2023海陵,泰山,十胜街与青年路交汇处,,1.4,14000,14000 元/m²,持平,0,0,2023,2026-05-28,二手房(0) | 租房(0) | 查看地图 | 生活配套 | 价格行情 | 小区相册 | 小区解读,119.907621,32.457878,0
